Date,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,HL_PCT,PCT_change
2004-08-19,50.159838616563455,52.19110895350058,48.12856827962632,50.32284179174976,44659000.0,3.7125629142373224,0.3249675032496586
2004-08-20,50.66138684790595,54.70888107483993,50.40559724992128,54.32268893670621,22834300.0,0.7109223525066888,7.227007227007233
2004-08-23,55.55148210349533,56.91569329274693,54.693834627899655,54.86937650886953,18256100.0,3.7294332723948815,-1.227880101119542
2004-08-24,55.79222525453973,55.97278261782303,51.94535032014275,52.597363020888,15247300.0,6.4174692476399455,-5.7263574253865634
2004-08-25,52.54219271544033,54.167208984990026,52.100830271858925,53.16411252230503,9188600.0,1.8867924528301754,1.1836578846888177
2004-08-26,52.63748687939541,54.1421315734229,52.49203789230607,54.1220696441692,7094800.0,0.0370679269761836,2.820390662220085
2004-08-27,54.21736380812428,54.47816888842238,53.00863257058885,53.23934475700641,6211700.0,2.326895902025433,-1.8038852913968555
2004-08-30,52.80299779573843,52.90832292432035,51.162935079248456,51.162935079248456,5196700.0,3.411430251936075,-3.10600303951367
2004-08-31,51.31841503096462,52.0155670725307,51.23816731394982,51.34349244253176,4917800.0,1.3089772394255899,0.04886630179830727
2004-09-01,51.50900335887478,51.64442138133725,49.989312217907,50.28021019208565,9138200.0,2.7132169576059946,-2.385589094449865
2004-09-02,49.69841424372835,51.34349244253176,49.623182009026976,50.91216096357721,15118600.0,0.847207171707229,2.442224240589375
2004-09-03,50.6312939540254,51.027517056785975,49.813770336937125,50.159838616563455,5152400.0,1.7298270172982582,-0.9311540366518014
2004-09-07,50.66138684790595,51.157919596935024,49.95921932402645,50.947269339771175,5847500.0,0.4134672179562877,0.5643005643005604
2004-09-08,50.52596882544347,51.6745142752178,50.40559724992128,51.30838406633777,4985600.0,0.7135874877810452,1.5485407980941073
2004-09-09,51.40869371260628,51.5140188411882,50.65637136559253,51.313399548651205,4061700.0,0.39096862476784583,-0.1853658536585353
2004-09-10,50.8920990343235,53.44497953185683,50.80683583499528,52.82807520730555,8698800.0,1.167758473369416,3.804080023652313
2004-09-13,53.4800879080508,54.37284375984045,53.394824708722574,53.91643486931878,7844100.0,0.846511627906971,0.8159054675044624
2004-09-14,53.88634197543823,56.17340191036003,53.560335625065605,55.91761231237536,10828900.0,0.45744012915955,3.7695457930007588
2004-09-15,55.45117245722683,57.29185446625381,55.27061509394353,56.17340191036003,10713000.0,1.9910714285714404,1.3024602026049115
2004-09-16,56.34392830901648,58.07928518946153,55.99786002939016,57.16145192610475,9266300.0,1.6056857067649397,1.450952465729027
2004-09-17,57.38714863020888,58.92690170043036,56.950801668940905,58.92690170043036,9472500.0,0.0,2.6830973606013124
2004-09-20,58.65606565550541,60.988264931248025,58.56578697386375,59.86479689304083,10628700.0,1.8766756032171452,2.0607097050021355
2004-09-21,60.28609740736853,60.39643801826388,58.936932665057206,59.10244358140023,7228700.0,2.189409368635435,-1.9633943427620617
2004-09-22,58.90683977117666,60.02027684475701,58.58584890311746,59.37327962632518,7581200.0,1.0897110998479518,0.7918263090676829
2004-09-23,59.603991812742734,61.5048596095308,58.691174031699376,60.59705731080088,8535600.0,1.498096341665277,1.6661056883204195
2004-09-24,60.67228954550226,62.24213550960428,60.06541618557783,60.100524561771806,9123400.0,3.5633814570641733,-0.9423824088617064
2004-09-27,59.96510653930933,60.62715020468143,59.08238165214653,59.313093838564086,7066100.0,2.2154574665990037,-1.0873201739712204
2004-09-28,60.76256822714391,63.897244673034535,60.29111288968196,63.62640862810958,16929000.0,0.4256660886016163,4.713165497317366
2004-09-29,63.46089771176656,67.71904219586439,63.31043324236381,65.74294216437494,30516400.0,3.0057979859627713,3.595985141863587
2004-09-30,65.15061370315944,66.35483100661278,64.69972184318253,65.00065078198803,13758000.0,2.083333333333341,-0.2301788312458147
2004-10-01,65.60250865959904,67.32783457541724,64.64956702004828,66.4952645113887,15124800.0,1.2520742193392582,1.360856269113162
